200,-4589.315159479446
210,-4514.785734220955
220,-4439.096818514688
230,-4364.026170341456
240,-4289.255895391157
250,-4214.633740915076
260,-4139.008370577957
270,-4064.834579203963
280,-3989.0170359659396
290,-3914.7900547783793
300,-3839.6143425729456
310,-3764.6657030948627
320,-3689.132913643563
330,-3614.409922377824
340,-3539.533485607888
350,-3464.9095778468
360,-3389.0590156076587
370,-3314.2451446020164
380,-3239.132188191404
390,-3164.679080922474
400,-3089.6054041248353
410,-3014.9013838643086
420,-2939.8996035377013
430,-2864.0110151028794
440,-2789.4365989132084
450,-2714.1744030116424
460,-2639.494174177308
470,-2564.924942481229
480,-2489.6963101878155
490,-2414.920041150058
500,-2339.135300926508
510,-2264.7555022077295
520,-2189.6858236754138
530,-2114.5192884603175
540,-2039.4901785765041
550,-1964.2650885673515
560,-1889.4136348752977
570,-1814.1502267363983
580,-1739.7529405445146
590,-1664.0351990167642
200,-4589.228364665451
210,-4514.625836136889
220,-4439.3454768553265
230,-4364.825089599076
240,-4289.932050844367
250,-4214.3436616136405
260,-4139.321216192912
270,-4064.189690177138
280,-3989.2236770439363
290,-3914.061239926086
300,-3839.227479775554
310,-3764.818922883553
320,-3689.6621465533763
330,-3614.5011849672555
340,-3539.5497749621168
350,-3464.6769242184887
360,-3389.295501882878
370,-3314.701893483157
380,-3239.177613640067
390,-3164.178659559514
400,-3089.0270017454545
410,-3014.4911442190155
420,-2939.5636519963905
430,-2864.8976258437183
440,-2789.2891404749394
450,-2714.937258432318
460,-2639.0546504953427
470,-2564.9090300958906
480,-2489.661194917645
490,-2414.399485365166
500,-2339.537974026772
510,-2264.6036099848875
520,-2189.3682729808465
530,-2114.19433299741
540,-2039.1312122324507
550,-1964.3293684522284
560,-1889.0653207456432
570,-1814.8373051323124
580,-1739.6759621972826
590,-1664.2585665125082
200,-4589.135362112249
210,-4514.739537570283
220,-4439.981801423386
230,-4364.374519669712
240,-4289.613882642764
250,-4214.726607443701
260,-4139.689087111306
270,-4064.3121760155964
280,-3989.656939382887
290,-3914.301269182603
300,-3839.6231434204906
310,-3764.487922775015
320,-3689.5448032210593
330,-3614.5180110413335
340,-3539.537709811902
350,-3464.9626843256365
360,-3389.0084117480274
370,-3314.895708030075
380,-3239.7382385360697
390,-3164.1209920624656
400,-3089.0925122118547
410,-3014.614755912695
420,-2939.903512679555
430,-2864.697433644976
440,-2789.211414389654
450,-2714.386218730331
460,-2639.6427688355875
470,-2564.0582647087385
480,-2489.2964807793155
490,-2414.145039032162
500,-2339.8635935560815
510,-2264.5340614518186
520,-2189.600008313972
530,-2114.3190611990863
540,-2039.8912434024746
550,-1964.727224820892
560,-1889.8692957648116
570,-1814.480587474736
580,-1739.074671235195
590,-1664.060881786416
200,750.0703362221002
210,743.0377279404514
220,735.3048098184419
230,728.1833813186685
240,720.2415241695657
250,713.4341237816129
260,705.9016476457134
270,698.2587186671514
280,690.4765819051223
290,682.779115591976
300,675.759092923794
310,668.1354895104816
320,660.4826029051101
330,652.7733856909406
340,645.4433410207631
350,638.4450874929853
360,630.7695187729016
370,623.3302775930289
380,615.712633671916
390,607.9132534678122
400,600.0055428797921
410,592.8449749143257
420,585.4033745853795
430,577.6569069912795
440,570.1974293878511
450,562.8665789991268
460,555.2842403184056
470,547.6779802056049
480,540.1689694001326
490,533.3215678363307
500,525.654401025808
510,517.993382214697
520,510.5155641793506
530,502.5303527184189
540,495.15614852020144
550,488.35331876096524
560,480.49102234821356
570,472.97832003639587
580,465.371148174421
590,458.1816866073807
